reporte_id,ciudadano_id,lat,lon,tipo,created_at,es_hotspot_conocido,operatividad_activo,quema_observada,segregacion_observada,volumen_categoria,permanencia_anios_estimado,cluster_id
830,353,-12.231284315709855,-76.92689994372053,desmonte,2026-07-03,True,True,False,False,alto,3.8,11
831,354,-12.197894248190119,-76.94943149068382,desmonte,2026-06-16,True,False,False,True,medio,1.0,5
832,355,-12.210542571245318,-76.95749283865845,desmonte,2026-05-03,True,True,True,False,bajo,2.9,1
833,355,-12.211457685346735,-76.95679373294064,desmonte,2026-05-01,True,False,False,False,alto,3.1,1
834,355,-12.198515416928563,-76.95378449908536,reciclaje_domiciliario,2026-04-16,False,False,False,False,bajo,3.9,-1
835,356,-12.211346051857538,-76.93130738422224,reciclaje_domiciliario,2026-04-11,True,True,False,False,medio,1.1,8
836,356,-12.194745965844103,-76.95759957986066,desmonte,2026-06-15,True,True,False,False,alto,4.8,36
837,356,-12.196083805353348,-76.9317230838879,desmonte,2026-05-07,True,False,True,False,bajo,5.3,7
838,356,-12.191984478890058,-76.95749043719555,desmonte,2026-05-30,True,True,False,False,alto,4.2,4
839,356,-12.21097220927374,-76.9563711781009,recojo_consolidado,2026-06-11,True,False,False,False,bajo,2.6,1
840,357,-12.216272841025722,-76.94268367792459,recojo_consolidado,2026-05-04,True,False,True,False,medio,2.9,6
841,357,-12.193632292178474,-76.95744493564223,desmonte,2026-05-30,True,True,True,True,medio,3.7,4
842,358,-12.194082274120639,-76.957349800564,recojo_consolidado,2026-05-11,True,True,False,False,medio,3.8,4
843,358,-12.193476295123922,-76.95772152882775,desmonte,2026-06-13,True,True,True,False,alto,5.0,4
844,358,-12.229826658853748,-76.95376447330716,reciclaje_domiciliario,2026-05-27,False,False,True,False,bajo,1.9,-1
845,358,-12.217299790334454,-76.94966896197565,reciclaje_domiciliario,2026-06-28,True,False,True,False,alto,2.9,9
846,359,-12.187680377987997,-76.93615983568979,desmonte,2026-07-01,True,True,False,True,medio,3.1,31
847,359,-12.208470947724885,-76.9368525665643,reciclaje_domiciliario,2026-04-26,False,False,False,False,medio,0.7,42
848,359,-12.19308949105436,-76.95725243417456,desmonte,2026-04-15,True,True,False,False,medio,4.1,4
849,360,-12.19333112329273,-76.95647151652582,recojo_consolidado,2026-06-25,True,True,False,False,medio,4.8,4
850,360,-12.193358465107242,-76.9575726409356,desmonte,2026-05-05,True,False,True,True,alto,3.6,4
851,360,-12.193034531009184,-76.95715259402893,desmonte,2026-05-07,True,True,False,False,alto,4.0,4
852,361,-12.234857999515654,-76.95354503833988,desmonte,2026-06-10,False,True,True,False,medio,1.9,-1
853,361,-12.213021905029114,-76.92576819149576,desmonte,2026-05-27,True,False,True,True,alto,5.2,3
854,362,-12.213485049792062,-76.92608671201177,desmonte,2026-06-08,True,False,True,True,alto,1.9,3
855,362,-12.222984897771905,-76.94675762711358,desmonte,2026-06-28,False,False,False,False,medio,0.7,-1
856,363,-12.193156773007349,-76.9570333665209,desmonte,2026-04-22,True,True,False,False,medio,2.8,4
857,364,-12.21068145510278,-76.94231697510729,reciclaje_domiciliario,2026-06-07,False,True,False,False,bajo,2.1,-1
858,364,-12.193364693660541,-76.9572950721359,reciclaje_domiciliario,2026-05-18,True,True,True,True,alto,2.7,4
859,364,-12.213500096973592,-76.92920944634898,desmonte,2026-06-28,True,True,False,False,bajo,4.2,19
860,364,-12.207883520968302,-76.93651864270616,desmonte,2026-07-01,True,False,False,False,medio,0.3,42
861,365,-12.192908353258138,-76.95765180463835,desmonte,2026-05-09,True,False,True,False,alto,5.8,4
862,365,-12.211375058641675,-76.9567505545675,desmonte,2026-05-28,True,False,False,False,bajo,1.6,1
863,366,-12.199722738678746,-76.95710044391666,desmonte,2026-05-05,True,True,True,False,medio,4.4,20
864,366,-12.217434753967904,-76.94935352480165,desmonte,2026-04-16,True,True,True,False,alto,3.9,9
865,366,-12.186474461568794,-76.96316405513087,desmonte,2026-04-15,True,False,False,True,bajo,1.1,52
866,367,-12.196614295720178,-76.94571012601644,desmonte,2026-06-28,True,False,True,True,alto,2.5,27
867,367,-12.186645484627256,-76.9319636097919,recojo_consolidado,2026-06-09,True,True,True,False,alto,3.7,40
868,368,-12.193203189706425,-76.95803649006085,reciclaje_domiciliario,2026-06-16,True,True,True,True,medio,2.0,4
869,368,-12.219653499207935,-76.93495865829276,recojo_consolidado,2026-06-19,False,False,False,False,bajo,0.5,-1
870,369,-12.193517916973489,-76.9577213976952,reciclaje_domiciliario,2026-05-24,True,False,False,True,alto,4.0,4
871,369,-12.19644550374695,-76.91516279019022,desmonte,2026-05-23,False,False,False,False,medio,0.8,-1
872,370,-12.193603816812345,-76.95800113381702,reciclaje_domiciliario,2026-04-08,True,True,True,True,medio,1.3,4
873,370,-12.212066651506726,-76.9257514625804,recojo_consolidado,2026-04-22,True,True,True,True,alto,1.6,3
874,371,-12.19978385464152,-76.9580676020438,recojo_consolidado,2026-06-29,True,False,False,False,alto,1.5,20
875,371,-12.194054228921068,-76.95791749201128,reciclaje_domiciliario,2026-05-15,True,False,True,True,medio,3.6,4
876,371,-12.193404930206778,-76.95728973575177,desmonte,2026-06-15,True,True,False,False,alto,4.3,4
877,371,-12.193700992788303,-76.95742495280899,reciclaje_domiciliario,2026-04-11,True,True,False,True,alto,3.9,4
878,372,-12.20312979599593,-76.93057465220481,desmonte,2026-06-12,False,False,False,True,medio,0.0,-1
879,372,-12.221622999825495,-76.95171042873727,desmonte,2026-06-27,False,False,False,True,bajo,2.6,-1
880,373,-12.212473757064283,-76.92724988118515,desmonte,2026-04-11,True,False,True,False,alto,4.9,3
881,373,-12.196389430986788,-76.92522606763487,desmonte,2026-05-01,True,False,False,False,medio,2.1,45
882,373,-12.225429036993022,-76.94440638193588,desmonte,2026-05-03,True,False,True,True,alto,3.8,15
883,374,-12.210732121137834,-76.92243228410238,recojo_consolidado,2026-05-06,True,False,True,False,medio,2.3,24
884,374,-12.228526993501182,-76.92963362919974,reciclaje_domiciliario,2026-04-30,True,False,False,False,bajo,2.1,14
885,375,-12.225317654979122,-76.94467047092961,reciclaje_domiciliario,2026-06-13,True,False,False,False,alto,0.0,15
886,375,-12.211531661901915,-76.93255485608023,recojo_consolidado,2026-05-05,True,False,True,False,medio,1.4,8
887,375,-12.19988785249505,-76.95543619313355,desmonte,2026-06-16,True,True,False,True,medio,3.9,-1
888,376,-12.234146107501456,-76.9474600839011,reciclaje_domiciliario,2026-04-14,False,True,False,False,bajo,1.3,-1
889,376,-12.231682434250498,-76.92645581199825,reciclaje_domiciliario,2026-05-31,True,True,True,True,alto,4.7,11
890,376,-12.222264349610263,-76.9628171701297,desmonte,2026-04-12,False,True,False,False,medio,0.0,-1
891,376,-12.213588766930911,-76.92845878242319,desmonte,2026-06-05,True,True,False,False,medio,2.1,19
892,377,-12.202949044992259,-76.95818381163352,reciclaje_domiciliario,2026-06-18,True,False,True,True,medio,3.8,2
893,377,-12.209046293392868,-76.94402379525366,recojo_consolidado,2026-06-04,False,True,False,False,medio,2.2,-1
894,377,-12.193778728920547,-76.95677552014764,desmonte,2026-05-16,True,False,True,False,alto,4.7,4
895,378,-12.193035011191972,-76.95785283738091,reciclaje_domiciliario,2026-05-01,True,True,False,False,alto,4.1,4
896,378,-12.217283751306278,-76.94215921166426,reciclaje_domiciliario,2026-07-02,True,True,False,True,medio,3.7,6
897,379,-12.211436107605461,-76.9313783447152,recojo_consolidado,2026-06-26,True,False,True,False,medio,2.3,8
898,379,-12.211642143438871,-76.95682781052719,reciclaje_domiciliario,2026-06-09,True,True,False,True,bajo,2.9,1
899,379,-12.2123276557282,-76.92564108229118,desmonte,2026-04-28,True,False,True,False,alto,2.9,3
900,379,-12.216636849389042,-76.9419196216709,reciclaje_domiciliario,2026-06-08,True,True,True,False,medio,2.7,6
901,379,-12.194427108979417,-76.95726439074019,recojo_consolidado,2026-05-21,True,True,True,True,alto,2.9,4
902,379,-12.226815938413566,-76.96244372843623,desmonte,2026-04-06,True,True,False,True,alto,5.0,28
903,379,-12.217950594947872,-76.94181469269412,reciclaje_domiciliario,2026-06-19,True,True,True,False,alto,5.0,-1
904,379,-12.193405734922454,-76.9562326602838,desmonte,2026-06-17,True,False,True,False,medio,3.8,4
905,380,-12.196888492828512,-76.935543081427,desmonte,2026-05-05,False,False,False,False,bajo,1.7,-1
906,380,-12.210748543947375,-76.95653312288238,reciclaje_domiciliario,2026-04-25,True,False,False,False,alto,3.2,1
907,381,-12.211948602775948,-76.93122420400253,desmonte,2026-06-01,True,True,False,False,alto,1.9,8
908,381,-12.186848848540848,-76.96435663676415,desmonte,2026-06-17,True,True,False,False,bajo,0.0,52
909,382,-12.204831609535063,-76.91752837501478,reciclaje_domiciliario,2026-06-23,False,False,False,True,medio,3.3,-1
910,382,-12.19359749638285,-76.95785120232473,desmonte,2026-04-08,True,False,False,False,medio,4.8,4
911,383,-12.210481427540067,-76.95674107007143,recojo_consolidado,2026-05-13,True,True,True,True,bajo,2.4,1
912,383,-12.232209113881392,-76.95160280216861,desmonte,2026-06-01,False,False,False,False,bajo,0.3,-1
913,384,-12.212541032688657,-76.95065652857468,reciclaje_domiciliario,2026-06-06,True,False,False,False,medio,2.4,10
914,384,-12.211673969823133,-76.95282490173855,desmonte,2026-06-20,False,False,False,False,medio,0.3,-1
915,384,-12.210973246918345,-76.92347580665377,reciclaje_domiciliario,2026-06-09,True,False,True,False,medio,1.7,-1
916,385,-12.200660345424806,-76.96023612710309,recojo_consolidado,2026-04-25,True,True,True,True,alto,5.8,29
917,386,-12.187024272306774,-76.96413830487862,reciclaje_domiciliario,2026-05-22,False,False,True,False,bajo,0.0,-1
918,386,-12.189797699141753,-76.93626686409682,reciclaje_domiciliario,2026-04-14,False,False,False,False,medio,1.0,58
919,386,-12.200345878606715,-76.95840489403999,desmonte,2026-05-19,True,True,False,False,alto,0.7,20
920,387,-12.230102632570233,-76.95466055901935,recojo_consolidado,2026-05-11,True,True,False,True,alto,4.4,21
921,388,-12.193577596051796,-76.95780210038481,desmonte,2026-05-02,True,True,False,False,alto,4.7,4
922,388,-12.21346579083775,-76.92494504478219,desmonte,2026-06-18,True,False,False,False,medio,2.0,3
923,389,-12.1963668426785,-76.94582615607905,desmonte,2026-05-21,True,True,False,False,medio,4.8,27
924,389,-12.194378452775409,-76.9564293430573,reciclaje_domiciliario,2026-04-17,True,True,False,False,medio,4.5,4
925,389,-12.203097610022185,-76.95810660320004,recojo_consolidado,2026-05-17,True,True,True,False,alto,5.4,2
926,390,-12.226445408709676,-76.94471412577154,recojo_consolidado,2026-06-12,True,True,False,False,medio,2.4,15
927,391,-12.193241818236993,-76.95686610332345,reciclaje_domiciliario,2026-05-14,True,True,False,False,alto,2.0,4
928,391,-12.21960683012531,-76.94021313639064,reciclaje_domiciliario,2026-05-06,True,False,False,False,bajo,1.9,38
929,391,-12.231552412758791,-76.9549692942305,recojo_consolidado,2026-04-12,True,False,True,True,alto,1.5,-1
930,392,-12.215959011790149,-76.92548223525455,reciclaje_domiciliario,2026-04-27,True,False,False,True,medio,3.8,13
931,392,-12.218978088679627,-76.93696824671605,desmonte,2026-06-25,True,True,False,False,bajo,0.0,44
932,393,-12.23192901502062,-76.92673812133167,recojo_consolidado,2026-05-13,True,False,False,False,medio,3.6,11
933,394,-12.193723585960793,-76.95741686478972,recojo_consolidado,2026-05-06,True,True,True,True,alto,2.8,4
934,394,-12.193072310564162,-76.9571525782861,reciclaje_domiciliario,2026-04-29,True,True,True,False,alto,3.2,4
935,395,-12.212359628444913,-76.92588442505102,reciclaje_domiciliario,2026-07-01,True,True,True,True,medio,3.4,3
936,395,-12.212798718054959,-76.92546227850042,recojo_consolidado,2026-06-09,True,False,True,True,medio,4.2,3
937,395,-12.200640618097443,-76.95680253190048,reciclaje_domiciliario,2026-06-11,True,True,True,True,medio,4.3,20
938,396,-12.223869920442954,-76.94421147587214,desmonte,2026-06-17,True,True,False,False,alto,2.0,-1
939,396,-12.192005221171362,-76.95659305884102,recojo_consolidado,2026-04-24,True,True,False,True,medio,3.5,4
940,397,-12.211449809166282,-76.92618505844095,reciclaje_domiciliario,2026-05-24,True,False,False,False,medio,5.0,3
941,397,-12.20058424051018,-76.95730013808704,reciclaje_domiciliario,2026-06-02,True,False,True,True,bajo,3.1,20
942,398,-12.19360096745618,-76.94197966363086,desmonte,2026-05-16,True,False,False,False,medio,3.3,12
943,398,-12.194555293068179,-76.9309058332674,desmonte,2026-07-02,True,False,False,True,alto,0.6,7
944,398,-12.196139739707759,-76.93192059310658,desmonte,2026-06-14,True,True,False,True,bajo,3.2,7
945,399,-12.193722823829512,-76.95762968867417,desmonte,2026-05-19,True,True,False,False,medio,3.9,4
946,399,-12.216320886177904,-76.94955730464943,desmonte,2026-06-16,True,False,True,False,alto,2.6,9
947,399,-12.196333794577185,-76.94578984007674,reciclaje_domiciliario,2026-05-26,True,True,True,True,medio,3.1,27
948,399,-12.227908201332951,-76.9620137627576,desmonte,2026-06-06,True,True,False,True,medio,4.3,28
949,400,-12.193510903027848,-76.95889980112496,desmonte,2026-04-12,True,True,True,False,alto,5.7,4
950,400,-12.193560231795875,-76.9414035223914,desmonte,2026-04-16,True,False,True,True,alto,5.3,12
951,400,-12.214138866804086,-76.93138619540154,reciclaje_domiciliario,2026-04-11,True,False,False,True,medio,1.2,8
952,401,-12.212061222850979,-76.92194978404886,reciclaje_domiciliario,2026-05-31,True,False,False,True,medio,3.2,24
953,401,-12.216616391980319,-76.94210781592912,desmonte,2026-06-09,True,False,False,True,medio,3.7,6
954,402,-12.19326592505059,-76.95824489421675,desmonte,2026-05-19,True,True,False,False,alto,4.4,4
955,403,-12.193286396920515,-76.95807530454175,desmonte,2026-04-22,True,True,True,True,alto,5.5,4
956,403,-12.197880243014446,-76.91520648846112,reciclaje_domiciliario,2026-04-23,False,False,True,False,medio,0.9,-1
957,404,-12.195635874580256,-76.95434169232583,reciclaje_domiciliario,2026-05-19,True,True,True,False,bajo,2.0,30
958,404,-12.19353486417233,-76.95688812632399,reciclaje_domiciliario,2026-05-15,True,True,True,False,alto,4.0,4
959,404,-12.212800616888943,-76.9260960551466,recojo_consolidado,2026-05-17,True,True,False,False,alto,2.9,3
960,404,-12.192785016281,-76.95681100895257,reciclaje_domiciliario,2026-05-24,True,False,False,False,alto,3.9,4
961,405,-12.2109102997162,-76.93063912741577,desmonte,2026-06-24,True,False,False,False,alto,1.5,59
962,405,-12.193475158047594,-76.9577512112272,desmonte,2026-06-04,True,True,True,True,medio,4.5,4
963,406,-12.212658349139828,-76.93033605447448,desmonte,2026-04-20,True,True,False,True,medio,3.3,-1
964,406,-12.21307634926921,-76.93242954624081,desmonte,2026-04-18,True,True,False,True,bajo,0.9,8
965,406,-12.232562481015586,-76.92555159417289,desmonte,2026-05-11,True,True,True,False,medio,2.9,11
966,406,-12.19494431955961,-76.94564679878769,desmonte,2026-04-07,True,True,False,False,alto,2.8,64
967,407,-12.22080925673687,-76.94644538051159,desmonte,2026-04-10,False,True,False,True,bajo,1.0,-1
968,407,-12.194944193683321,-76.93026236158961,desmonte,2026-05-20,True,True,False,False,medio,2.9,7
969,408,-12.202620232815947,-76.95801522036425,recojo_consolidado,2026-04-25,True,True,False,False,medio,2.7,2
970,409,-12.196732893138222,-76.94585345023054,desmonte,2026-06-16,True,True,True,True,alto,4.1,27
971,409,-12.193438837141658,-76.9584108715641,desmonte,2026-05-24,True,True,True,False,medio,5.2,4
972,410,-12.190926678185713,-76.94349854332967,desmonte,2026-05-28,True,False,False,False,alto,2.6,16
973,411,-12.215968065603338,-76.925976314042,reciclaje_domiciliario,2026-04-18,True,True,True,False,bajo,2.1,13
974,412,-12.194656507650205,-76.93255571872811,recojo_consolidado,2026-05-28,True,True,True,False,medio,2.4,7
975,412,-12.193111895002097,-76.9577397741863,desmonte,2026-06-06,True,False,True,True,alto,5.3,4
976,412,-12.23389165477793,-76.94010763165295,recojo_consolidado,2026-05-31,False,True,False,False,medio,1.2,-1
977,413,-12.216418373633106,-76.94230854129933,recojo_consolidado,2026-04-18,True,False,False,True,medio,4.1,6
978,413,-12.212181657611167,-76.96208815826648,reciclaje_domiciliario,2026-05-10,False,True,False,True,bajo,0.4,-1
979,413,-12.216278060474052,-76.93644566395572,reciclaje_domiciliario,2026-06-24,False,True,True,True,bajo,2.0,-1
980,414,-12.196154027656554,-76.9545704908658,desmonte,2026-07-02,True,True,False,True,medio,2.7,30
981,415,-12.201207602459819,-76.95449644531526,desmonte,2026-06-04,False,False,False,True,medio,2.3,-1
982,415,-12.23147053711512,-76.96422708903299,reciclaje_domiciliario,2026-04-22,False,True,False,False,medio,1.6,-1
983,415,-12.197110950911389,-76.93709632527033,recojo_consolidado,2026-04-17,True,True,False,True,bajo,4.2,43
984,415,-12.211373240411445,-76.92312173433133,reciclaje_domiciliario,2026-06-20,True,False,True,False,alto,4.2,24
985,415,-12.21280074176432,-76.93107262831798,desmonte,2026-07-02,True,False,False,True,bajo,1.1,8
986,416,-12.226864376347992,-76.9621504140287,desmonte,2026-06-11,True,True,False,False,medio,5.5,28
987,416,-12.213751442378873,-76.92863396363045,desmonte,2026-04-17,True,False,True,False,alto,4.7,19
988,416,-12.19483705624725,-76.93127259687017,recojo_consolidado,2026-05-27,True,False,False,False,bajo,1.7,7
989,417,-12.193561623946541,-76.95654782764471,desmonte,2026-07-01,True,True,False,False,medio,3.7,4
990,417,-12.200512835736259,-76.95629464326726,desmonte,2026-05-20,True,True,True,False,alto,3.5,20
991,417,-12.195517450231327,-76.9318800255915,reciclaje_domiciliario,2026-05-06,True,True,True,False,alto,3.4,7
992,417,-12.193270503105596,-76.95767739782579,desmonte,2026-06-26,True,True,False,True,alto,4.0,4
993,418,-12.219854496594937,-76.93985571104143,desmonte,2026-05-08,True,True,False,False,medio,3.0,38
994,418,-12.20760376220787,-76.93600292294063,desmonte,2026-04-23,True,True,True,False,bajo,0.2,42
995,419,-12.201707221923625,-76.95087463062578,desmonte,2026-06-29,True,False,False,False,medio,1.6,-1
996,420,-12.193815568277653,-76.95734303241291,desmonte,2026-06-30,True,False,False,False,alto,2.6,4
997,420,-12.193569880896089,-76.95732268530993,desmonte,2026-04-20,True,True,False,True,alto,4.5,4
998,421,-12.188831073429053,-76.93080776170898,desmonte,2026-05-24,False,False,False,False,medio,0.4,-1
999,422,-12.223459897680401,-76.965,reciclaje_domiciliario,2026-06-27,True,False,False,False,alto,0.9,-1
1000,423,-12.193951067770005,-76.95727952411356,reciclaje_domiciliario,2026-06-22,True,True,True,True,alto,2.9,4
1001,424,-12.193548364883519,-76.95716997388386,reciclaje_domiciliario,2026-04-19,True,True,False,True,medio,4.7,4
1002,424,-12.195247219332153,-76.93177320816665,reciclaje_domiciliario,2026-04-19,True,True,False,True,medio,2.1,7
1003,424,-12.226058996330535,-76.96141728095519,reciclaje_domiciliario,2026-04-07,True,True,False,True,alto,4.3,-1
1004,424,-12.193854205525861,-76.9567974804388,desmonte,2026-05-03,True,True,False,True,alto,3.8,4
1005,425,-12.19584166142852,-76.94585376020774,desmonte,2026-05-05,True,True,False,True,medio,3.9,27
1006,425,-12.195942440172772,-76.95411311846254,reciclaje_domiciliario,2026-04-15,True,True,False,False,bajo,3.2,30
1007,425,-12.226733396467674,-76.94465097798304,desmonte,2026-04-12,True,True,False,False,medio,1.5,25
1008,426,-12.198036324431072,-76.9510239466752,desmonte,2026-07-02,True,False,True,False,medio,1.3,5
1009,426,-12.201163456602174,-76.95700915771565,desmonte,2026-05-09,True,True,False,False,alto,3.8,-1
1010,426,-12.198207024496167,-76.95761298151727,recojo_consolidado,2026-04-27,False,False,False,False,bajo,0.8,-1
1011,426,-12.193279670449138,-76.95772638465144,recojo_consolidado,2026-04-07,True,True,False,False,medio,3.3,4
1012,427,-12.186450084165145,-76.95994243295866,desmonte,2026-06-30,False,False,True,False,bajo,0.0,-1
1013,428,-12.193842278690378,-76.9573277439023,desmonte,2026-04-24,True,True,False,False,alto,4.1,4
1014,428,-12.196008168248978,-76.95390036635628,desmonte,2026-05-16,True,False,False,True,medio,3.6,30
1015,429,-12.199013957237975,-76.95810697860716,desmonte,2026-05-04,True,False,True,False,alto,3.2,20
1016,429,-12.192874361011508,-76.95767401308012,desmonte,2026-04-06,True,False,False,False,alto,7.2,4
1017,429,-12.19389432734704,-76.95722964364683,desmonte,2026-04-06,True,True,False,False,medio,3.9,4
1018,430,-12.191734312454669,-76.95359136293446,reciclaje_domiciliario,2026-06-18,False,False,False,False,bajo,1.7,-1
1019,430,-12.203224434609801,-76.95699832334961,recojo_consolidado,2026-05-22,True,True,False,True,medio,3.6,2
1020,430,-12.228145970975568,-76.92490036639515,desmonte,2026-05-28,True,False,False,False,bajo,0.0,-1
1021,431,-12.193927612646611,-76.95725914120474,desmonte,2026-05-22,True,True,False,False,medio,3.3,4
1022,432,-12.212213842916624,-76.9319175200552,reciclaje_domiciliario,2026-05-28,True,False,False,True,medio,1.1,8
1023,432,-12.191850898066651,-76.95762362802752,desmonte,2026-04-19,True,True,True,False,alto,4.9,4
1024,432,-12.231388147740825,-76.92681531069447,desmonte,2026-04-15,True,False,False,True,alto,5.7,11
1025,433,-12.192964583913778,-76.94202281019128,desmonte,2026-05-05,True,True,False,False,medio,4.6,12
1026,433,-12.216519737383669,-76.94937765815664,reciclaje_domiciliario,2026-05-07,True,False,False,True,alto,3.4,9
1027,433,-12.195899799656031,-76.93184556912658,desmonte,2026-06-22,True,True,False,False,medio,3.1,7
1028,433,-12.1932740332606,-76.95822605380008,desmonte,2026-06-03,True,True,False,False,alto,4.2,4
1029,434,-12.212958547000726,-76.92532421408595,reciclaje_domiciliario,2026-06-07,True,True,False,False,medio,5.5,3
1030,434,-12.193036372694836,-76.95707742652965,desmonte,2026-06-24,True,True,False,True,alto,4.8,4
1031,435,-12.213488580285222,-76.95812312629981,recojo_consolidado,2026-05-13,False,False,False,False,bajo,2.4,-1
1032,435,-12.201875157173614,-76.9338567800353,desmonte,2026-05-08,False,False,False,False,medio,0.6,-1
1033,436,-12.194044508998134,-76.95775204088807,desmonte,2026-07-03,True,False,True,False,medio,3.7,4
1034,436,-12.20108180767738,-76.96046725391902,desmonte,2026-05-24,True,True,True,True,alto,4.7,29
1035,436,-12.211862723843902,-76.92529867894311,recojo_consolidado,2026-05-20,True,True,False,False,alto,2.9,3
1036,437,-12.211440366214545,-76.95617723965604,desmonte,2026-05-24,True,True,False,True,alto,3.4,1
1037,438,-12.212775472551174,-76.92540860611396,desmonte,2026-06-13,True,True,False,False,alto,3.2,3
1038,439,-12.193495808989045,-76.95714429766755,desmonte,2026-07-02,True,True,True,False,medio,2.5,4
1039,439,-12.23073490071418,-76.95462193370453,recojo_consolidado,2026-06-13,True,True,True,False,alto,5.3,48
1040,439,-12.192718528747273,-76.9516466996022,recojo_consolidado,2026-04-07,False,True,False,False,bajo,2.6,-1
1041,440,-12.196892898484888,-76.92520235207701,reciclaje_domiciliario,2026-04-15,True,False,False,False,medio,2.8,45
1042,440,-12.22480624623779,-76.9314504326359,desmonte,2026-05-03,False,False,False,True,bajo,1.4,-1
1043,440,-12.193782599223638,-76.95753249146036,desmonte,2026-06-09,True,True,True,False,medio,4.6,4
1044,441,-12.193879712914157,-76.95712734189858,desmonte,2026-07-03,True,True,True,False,alto,3.7,4
1045,441,-12.196740590136862,-76.93843310425582,desmonte,2026-04-15,True,True,False,False,bajo,4.3,-1
1046,442,-12.188219923447937,-76.93769322487994,recojo_consolidado,2026-05-27,True,True,True,True,bajo,3.1,60
1047,443,-12.228729768439196,-76.9295110002644,reciclaje_domiciliario,2026-05-17,True,True,True,False,medio,3.2,14
1048,443,-12.19416585500299,-76.9570756509853,desmonte,2026-04-08,True,False,False,True,alto,2.4,4
1049,444,-12.194978375422092,-76.93199508487287,reciclaje_domiciliario,2026-04-12,True,True,False,False,medio,1.6,7
1050,444,-12.211400290624878,-76.95690227205893,desmonte,2026-05-16,True,True,False,False,bajo,3.0,1
1051,445,-12.202360317884768,-76.93750317665946,desmonte,2026-04-30,True,False,True,False,medio,3.4,61
1052,446,-12.194837722252185,-76.9300739288828,desmonte,2026-05-15,True,False,False,True,bajo,0.9,7
1053,447,-12.22723452656401,-76.96295391284099,desmonte,2026-05-28,True,True,False,False,alto,5.0,28
1054,447,-12.216647587919168,-76.92562113626693,desmonte,2026-06-13,True,False,False,True,bajo,2.2,13
1055,448,-12.193282470957692,-76.95737047623501,desmonte,2026-07-01,True,True,True,True,alto,4.3,4
1056,449,-12.191548031915508,-76.9572535137781,recojo_consolidado,2026-04-11,True,True,True,True,medio,3.7,-1
1057,449,-12.225662862158378,-76.94472902919348,recojo_consolidado,2026-04-15,True,False,False,False,bajo,2.5,15
1058,449,-12.2345184983121,-76.9377014249338,desmonte,2026-05-30,False,True,False,False,bajo,0.9,-1
1059,450,-12.210785083049887,-76.9571169644437,reciclaje_domiciliario,2026-05-02,True,False,False,True,bajo,3.1,1
1060,451,-12.196023454056085,-76.9549659232933,desmonte,2026-06-25,True,False,True,False,alto,4.3,30
1061,451,-12.185435454730191,-76.96361506278171,desmonte,2026-06-22,True,True,False,True,bajo,1.0,-1
1062,452,-12.201292418870356,-76.95737073176495,desmonte,2026-04-18,True,False,True,False,alto,3.9,62
1063,452,-12.19212421166228,-76.94139032064409,desmonte,2026-04-11,True,False,True,True,alto,4.5,-1
1064,453,-12.228481385206724,-76.93010016429902,desmonte,2026-05-11,True,True,False,True,medio,2.9,14
1065,453,-12.188745664830478,-76.93656763994623,reciclaje_domiciliario,2026-05-22,True,True,False,True,alto,0.8,31
1066,453,-12.199540784596762,-76.95715397441204,reciclaje_domiciliario,2026-05-07,True,True,True,False,alto,1.9,20
1067,454,-12.219620831425294,-76.94731834106042,desmonte,2026-07-02,False,True,False,True,bajo,0.0,-1
1068,455,-12.193279939135936,-76.94207824773696,desmonte,2026-06-06,True,True,False,True,medio,3.4,12
1069,456,-12.200411001692299,-76.9570620766524,reciclaje_domiciliario,2026-06-08,True,True,False,False,alto,4.2,20
1070,456,-12.233475468210093,-76.92575716661372,recojo_consolidado,2026-05-18,True,False,False,True,alto,4.8,-1
1071,457,-12.202060433702966,-76.95722238632503,desmonte,2026-04-18,True,True,False,False,medio,2.8,2
1072,457,-12.197213504786253,-76.93691393097015,desmonte,2026-06-27,True,True,False,True,alto,2.3,43
1073,457,-12.213127256278522,-76.95532616826792,recojo_consolidado,2026-05-28,False,False,False,True,medio,2.2,-1
1074,457,-12.20377147250316,-76.93136317004839,desmonte,2026-04-27,False,True,False,False,bajo,0.0,-1
1075,457,-12.219754303131626,-76.94019866447884,reciclaje_domiciliario,2026-04-23,True,False,False,False,medio,3.6,38
1076,457,-12.193711309826144,-76.95818980389997,desmonte,2026-04-18,True,True,False,False,alto,4.7,4
1077,458,-12.221828782730249,-76.93877850532168,recojo_consolidado,2026-05-29,False,False,False,False,bajo,2.2,-1
1078,458,-12.199058593084455,-76.95782248003029,recojo_consolidado,2026-04-10,True,True,False,True,alto,3.6,20
1079,459,-12.207489237765117,-76.93609211468616,desmonte,2026-06-22,True,True,False,False,medio,0.8,42
1080,459,-12.193108137084188,-76.95801998344103,desmonte,2026-04-22,True,True,False,False,alto,3.4,4
1081,459,-12.195907731884963,-76.93203504083245,reciclaje_domiciliario,2026-06-17,True,True,True,False,alto,4.3,7
1082,459,-12.217141904921242,-76.9257227963102,desmonte,2026-05-05,True,True,True,False,bajo,2.7,13
1083,460,-12.212897014940884,-76.92895750625975,desmonte,2026-04-16,False,False,True,True,bajo,0.5,19
1084,460,-12.231399495738637,-76.92793248912406,desmonte,2026-05-03,True,True,False,False,medio,1.5,11
1085,460,-12.192989873469829,-76.95783467104113,desmonte,2026-06-18,True,True,True,False,medio,2.2,4
